New.Pulse,Cluster_Typical,Clip.Name,affinity.id,Pulse.Type,Source.Name,Selection,Tonal,Begin.Time.s,End.Time.s,Low.Freq.Hz,High.Freq.Hz,Begin.File,Male_ID,meanfreq,sd,skew,kurt,sp.ent,time.ent,entropy,sfm,meandom,mindom,maxdom,dfrange,modindx,startdom,enddom,dfslope,meanpeakf,Delta.Time.s,Freq.5..Hz,Freq.95..Hz,Agg.Entropy.bits,Avg.Entropy.bits,BW.50..Hz,BW.90..Hz,Center.Freq.Hz,Center.Time.Rel.,Dur.50..s,Dur.90..s,Freq.25..Hz,Freq.75..Hz,Peak.Freq.Hz,PFC.Avg.Slope.Hz.ms,PFC.Max.Freq.Hz,PFC.Max.Slope.Hz.ms,PFC.Min.Freq.Hz,PFC.Min.Slope.Hz.ms,PFC.Num.Inf.Pts,Peak.Time.Relative,Time.25..Rel.,Time.5..Rel.,Time.75..Rel.,Time.95..Rel.,Freq_IQR,Time_IQR,F0_min,F0_max
S,2,2013-07-05 104858_MZ000079-BOBO_LC_WE_24.WAV,616,IN,2013-07-05 104858_MZ000079-BOBO_LC_WE.txt,24,y,53.04621251,53.7453,50,1000,2013-07-05 104858_MZ000079-BOBO_LC_WE.WAV,BOBO,0.26,0.15,2.22,8.41,0.87,0.85,0.74,0.3,0.16,0.06,0.3,0.24,2,0.25,0.06,-0.28,0.2,0.7,107.66,322.97,4.96,4.12,43.06,215.31,215.31,0.17,0.07,0.34,199.16,242.23,199.16,-0.25,285.29,9.13,64.59,-9.89,3,0.19,0.13,0.08,0.23,0.58,43.06,0.1,0.04,0.24
S,2,2013-07-05 104858_MZ000079-BOBO_LC_WE_34.WAV,616,SI,2013-07-05 104858_MZ000079-BOBO_LC_WE.txt,34,y,63.85159134,64.063,50,1000,2013-07-05 104858_MZ000079-BOBO_LC_WE.WAV,BOBO,0.27,0.15,2.12,7.37,0.83,0.94,0.79,0.26,0.2,0.1,0.29,0.18,1.59,0.2,0.1,-0.46,0.23,0.21,102.27,376.8,5.64,4.91,91.51,274.52,226.08,0.21,0.06,0.13,183.02,274.52,188.4,0.38,274.52,11.79,96.89,-11.41,3,0.14,0.14,0,0.43,0.64,91.51,0.29,0.1,0.2
R,NA,2013-07-06 144254_MZ000080-TEJU_LC_WE_9.WAV,812,HU,2013-07-06 144254_MZ000080-TEJU_LC_WE.txt,9,p,10.84862513,11.42490147,50,1500,2013-07-06 144254_MZ000080-TEJU_LC_WE.WAV,TEJU,0.49,0.32,2.1,7.49,0.92,0.86,0.79,0.56,0.31,0.06,1.1,1.04,4.03,0.36,0.24,-0.21,0.3,0.58,242.23,489.84,5.55,5.61,64.59,247.61,317.59,0.83,0.04,0.45,296.06,360.65,317.59,0.22,473.69,29.29,53.83,-25.49,12,0.85,0.8,0.13,0.88,0.93,64.59,0.08,0.32,1.5
R,1,2013-07-07 091826_MZ000082-TEJU_LC_WE_9.WAV,16,HU,2013-07-07 091826_MZ000082-TEJU_LC_WE.txt,9,p,9.957829354,10.59996147,50,1500,2013-07-07 091826_MZ000082-TEJU_LC_WE.WAV,TEJU,0.56,0.23,2.51,11.32,0.89,0.85,0.76,0.41,0.56,0.38,1.19,0.81,2.27,0.38,0.64,0.4,0.4,0.64,371.41,683.62,5.78,4.89,236.84,312.2,446.77,0.82,0.06,0.52,398.33,635.17,419.86,0.12,715.91,15.98,376.8,-16.36,8,0.82,0.78,0.11,0.87,0.93,236.84,0.09,0.23,1.5
R,1,2013-07-07 091826_MZ000082-TEJU_LC_WE_17.WAV,16,VO,2013-07-07 091826_MZ000082-TEJU_LC_WE.txt,17,y,21.21017653,22.22768788,50,1000,2013-07-07 091826_MZ000082-TEJU_LC_WE.WAV,TEJU,0.5,0.19,2.62,10.33,0.9,0.85,0.76,0.43,0.41,0.19,0.79,0.6,3.8,0.2,0.36,0.16,0.36,1.02,204.55,742.83,5.73,4.31,64.59,538.28,387.56,0.73,0.59,0.82,355.27,419.86,360.65,0.19,780.51,23.58,183.02,-25.49,6,0.83,0.24,0.1,0.83,0.92,64.59,0.59,0.19,0.75
I,NA,2013-07-07 091826_MZ000082-TEJU_LC_WE_20.WAV,616,LR,2013-07-07 091826_MZ000082-TEJU_LC_WE.txt,20,y,26.53911312,27.69031691,50,1000,2013-07-07 091826_MZ000082-TEJU_LC_WE.WAV,TEJU,0.33,0.16,8.29,99.74,0.81,0.85,0.69,0.29,0.26,0.06,0.31,0.25,3.48,0.2,0.26,0.06,0.23,1.15,204.55,296.06,4.62,3.49,59.21,91.51,252.99,0.75,0.3,0.89,226.08,285.29,252.99,0.02,312.2,6.85,166.87,-5.33,5,0.79,0.54,0.08,0.8,0.86,59.21,0.26,0.04,0.31
I,NA,2013-07-07 091826_MZ000082-TEJU_LC_WE_21.WAV,616,LR,2013-07-07 091826_MZ000082-TEJU_LC_WE.txt,21,y,28.56474478,29.72083328,50,1000,2013-07-07 091826_MZ000082-TEJU_LC_WE.WAV,TEJU,0.27,0.1,3.79,18.18,0.77,0.85,0.66,0.13,0.24,0.12,0.4,0.28,3.85,0.24,0.24,0,0.21,1.16,193.78,333.73,4.31,3.48,21.53,139.95,226.08,0.51,0.13,0.5,220.7,242.23,226.08,0.02,290.67,7.61,145.34,-1.52,6,0.51,0.46,0.31,0.57,0.74,21.53,0.11,0.04,0.29
I,NA,2013-07-07 091826_MZ000082-TEJU_LC_WE_22.WAV,616,LR,2013-07-07 091826_MZ000082-TEJU_LC_WE.txt,22,y,30.70757938,31.77655433,50,1000,2013-07-07 091826_MZ000082-TEJU_LC_WE.WAV,TEJU,0.31,0.14,3.38,13.96,0.8,0.85,0.68,0.24,0.27,0.13,0.45,0.31,2.62,0.33,0.22,-0.1,0.23,1.07,215.31,296.06,4.24,3.41,26.91,80.74,247.61,0.72,0.1,0.34,236.84,263.76,247.61,-0.11,366.03,4.18,193.78,-2.28,9,0.71,0.67,0.51,0.76,0.83,26.91,0.09,0.01,0.34
I,NA,2013-07-07 091826_MZ000082-TEJU_LC_WE_25.WAV,616,LR,2013-07-07 091826_MZ000082-TEJU_LC_WE.txt,25,y,36.6750243,37.81056545,50,1000,2013-07-07 091826_MZ000082-TEJU_LC_WE.WAV,TEJU,0.27,0.11,4.19,21.81,0.77,0.85,0.65,0.14,0.24,0.1,0.29,0.18,2.94,0.21,0.1,-0.09,0.21,1.14,199.16,279.91,4.04,3.57,21.53,80.74,231.46,0.58,0.14,0.69,220.7,242.23,226.08,-0.02,279.91,7.61,161.48,-3.04,8,0.62,0.51,0.14,0.63,0.76,21.53,0.13,0.01,0.28
I,NA,2013-07-07 091826_MZ000082-TEJU_LC_WE_47.WAV,616,IN,2013-07-07 091826_MZ000082-TEJU_LC_WE.txt,47,y,62.6905,62.98447422,50,1000,2013-07-07 091826_MZ000082-TEJU_LC_WE.WAV,TEJU,0.26,0.11,6.85,54.43,0.63,0.92,0.58,0.14,0.22,0.19,0.23,0.04,1,0.23,0.19,-0.15,0.18,0.29,199.16,231.46,2.79,3.02,5.38,32.3,220.7,0.37,0.07,0.14,215.31,220.7,220.7,-0.04,226.08,1.9,183.02,-1.52,1,0.32,0.26,0.16,0.53,0.68,5.38,0.26,0.18,0.22
S,NA,2013-07-07 091826_MZ000082-TEJU_LC_WE_54.WAV,616,SI,2013-07-07 091826_MZ000082-TEJU_LC_WE.txt,54,y,73.46412323,73.72255673,50,1000,2013-07-07 091826_MZ000082-TEJU_LC_WE.WAV,TEJU,0.27,0.14,6.63,50.5,0.7,0.93,0.65,0.23,0.21,0.2,0.22,0.02,1,0.22,0.2,-0.08,0.16,0.26,193.78,231.46,3.03,3.29,10.77,37.68,209.93,0.35,0.06,0.13,204.55,215.31,209.93,-0.21,215.31,0,166.87,-1.9,0,0.29,0.24,0.12,0.47,0.65,10.77,0.24,0.19,0.21
S,2,2013-07-07 103358_MZ000083-TEJU_LC_WE_25.WAV,616,SI,2013-07-07 103358_MZ000083-TEJU_LC_WE.txt,25,y,40.37871624,41.2224,50,1000,2013-07-07 103358_MZ000083-TEJU_LC_WE.WAV,TEJU,0.26,0.15,3.48,15.12,0.8,0.85,0.68,0.24,0.22,0.13,0.3,0.16,2.87,0.3,0.13,-0.19,0.2,0.84,188.4,252.99,3.98,3.56,26.91,64.59,220.7,0.31,0.08,0.52,209.93,236.84,215.31,-0.1,306.82,9.89,96.89,-7.23,4,0.31,0.25,0.19,0.36,0.81,26.91,0.1,0.01,0.29
S,NA,2013-07-07 103358_MZ000083-TEJU_LC_WE_39.WAV,616,SI,2013-07-07 103358_MZ000083-TEJU_LC_WE.txt,39,y,53.98481427,54.35102943,50,1000,2013-07-07 103358_MZ000083-TEJU_LC_WE.WAV,TEJU,0.29,0.14,3.88,20.54,0.81,0.89,0.72,0.29,0.26,0.22,0.34,0.12,1.91,0.23,0.22,-0.03,0.22,0.37,183.02,312.2,4.36,3.81,21.53,129.19,231.46,0.68,0.13,0.27,220.7,242.23,236.84,0,312.2,6.85,209.93,-1.52,3,0.72,0.44,0.12,0.8,0.88,21.53,0.36,0.01,0.25
S,NA,2013-07-07 103358_MZ000083-TEJU_LC_WE_50.WAV,616,SI,2013-07-07 103358_MZ000083-TEJU_LC_WE.txt,50,y,69.79470871,70.00392355,50,1000,2013-07-07 103358_MZ000083-TEJU_LC_WE.WAV,TEJU,0.27,0.12,5.89,39.95,0.6,0.95,0.57,0.13,0.23,0.22,0.24,0.02,1,0.24,0.22,-0.1,0.2,0.21,204.55,236.84,2.84,2.78,10.77,32.3,215.31,0.54,0.06,0.11,215.31,226.08,215.31,-0.1,231.46,0,215.31,-0.38,0,0.54,0.38,0.23,0.69,0.85,10.77,0.31,0.21,0.23
R,1,2013-07-07 105636_MZ000085-TEJU_LC_WE_26.WAV,16,HR,2013-07-07 105636_MZ000085-TEJU_LC_WE.txt,26,p,47.00760771,48.01821996,50,1000,2013-07-07 105636_MZ000085-TEJU_LC_WE.WAV,TEJU,0.48,0.12,3.02,13.51,0.84,0.85,0.71,0.24,0.4,0.19,0.57,0.38,3.51,0.23,0.26,0.03,0.5,1.01,226.08,565.2,5.33,3.78,118.42,339.12,516.75,0.54,0.24,0.69,436.01,554.43,559.81,0.05,559.81,23.96,188.4,-18.64,8,0.63,0.39,0.07,0.63,0.76,118.42,0.24,0.02,0.56
I,2,2013-07-07 105636_MZ000085-TEJU_LC_WE_27.WAV,616,LR,2013-07-07 105636_MZ000085-TEJU_LC_WE.txt,27,y,49.01667825,49.96926304,50,1000,2013-07-07 105636_MZ000085-TEJU_LC_WE.WAV,TEJU,0.3,0.19,3.81,18.46,0.83,0.85,0.7,0.29,0.26,0.16,0.34,0.18,3.53,0.22,0.26,0.05,0.21,0.95,183.02,333.73,4.42,3.86,26.91,150.72,215.31,0.57,0.11,0.64,204.55,231.46,215.31,0.03,333.73,7.99,145.34,-2.66,5,0.57,0.49,0.06,0.61,0.73,26.91,0.12,0.02,0.34
I,2,2013-07-07 105636_MZ000085-TEJU_LC_WE_39.WAV,616,IN,2013-07-07 105636_MZ000085-TEJU_LC_WE.txt,39,y,61.0488,61.44049332,76,1000,2013-07-07 105636_MZ000085-TEJU_LC_WE.WAV,TEJU,0.32,0.2,3.63,17.04,0.81,0.88,0.72,0.33,0.23,0.15,0.51,0.37,1.71,0.25,0.15,-0.27,0.17,0.39,166.87,489.84,4.35,3.83,32.3,322.97,188.4,0.58,0.06,0.2,177.63,209.93,183.02,-0.18,252.99,3.04,139.95,-2.66,2,0.62,0.5,0.23,0.65,0.77,32.3,0.15,0.02,0.25
I,2,2013-07-07 105636_MZ000085-TEJU_LC_WE_61.WAV,616,LR,2013-07-07 105636_MZ000085-TEJU_LC_WE.txt,61,y,92.94668556,93.71889484,50,1000,2013-07-07 105636_MZ000085-TEJU_LC_WE.WAV,TEJU,0.29,0.16,3.29,13.97,0.82,0.85,0.7,0.28,0.23,0.06,0.3,0.24,2.36,0.27,0.06,-0.28,0.22,0.77,183.02,290.67,4.51,3.84,32.3,107.66,220.7,0.55,0.07,0.33,209.93,242.23,215.31,0.01,290.67,8.37,134.57,-2.28,7,0.55,0.49,0.23,0.58,0.66,32.3,0.09,0.01,0.29
R,NA,2013-07-07 105636_MZ000085-TEJU_LC_WE_75.WAV,812,LR,2013-07-07 105636_MZ000085-TEJU_LC_WE.txt,75,y,110.6582963,111.6727551,50,1000,2013-07-07 105636_MZ000085-TEJU_LC_WE.WAV,TEJU,0.35,0.17,3.38,17.1,0.86,0.85,0.73,0.32,0.3,0.15,0.39,0.25,2.43,0.25,0.25,0,0.2,1.01,193.78,382.18,4.88,3.55,96.89,188.4,242.23,0.75,0.18,0.61,220.7,317.59,236.84,0.04,382.18,4.95,172.25,-3.8,2,0.75,0.61,0.25,0.79,0.86,96.89,0.18,0.01,0.38
I,NA,2013-07-07 105636_MZ000085-TEJU_LC_WE_76.WAV,812,LR,2013-07-07 105636_MZ000085-TEJU_LC_WE.txt,76,y,112.6674723,113.7080159,50,1000,2013-07-07 105636_MZ000085-TEJU_LC_WE.WAV,TEJU,0.3,0.14,3.36,15.16,0.84,0.85,0.72,0.29,0.27,0.16,0.4,0.25,1.65,0.39,0.24,-0.14,0.21,1.04,188.4,409.09,4.99,3.58,59.21,220.7,231.46,0.53,0.13,0.69,215.31,274.52,226.08,0.2,398.33,23.96,53.83,-2.66,4,0.55,0.48,0.12,0.6,0.79,59.21,0.12,0.02,0.4
I,2,2013-07-07 112908_MZ000086-TEJU_LC_WE_39.WAV,616,LR,2013-07-07 112908_MZ000086-TEJU_LC_WE.txt,39,y,53.74294891,54.72064598,50,1000,2013-07-07 112908_MZ000086-TEJU_LC_WE.WAV,TEJU,0.28,0.16,3.46,16.21,0.83,0.85,0.7,0.27,0.21,0.07,0.32,0.25,3.48,0.21,0.08,-0.13,0.21,0.98,183.02,301.44,4.4,3.63,32.3,118.42,215.31,0.46,0.4,0.58,204.55,236.84,204.55,0.01,306.82,4.95,134.57,-3.42,4,0.53,0.1,0.04,0.51,0.65,32.3,0.41,0.11,0.31
I,2,2013-07-07 112908_MZ000086-TEJU_LC_WE_41.WAV,616,IN,2013-07-07 112908_MZ000086-TEJU_LC_WE.txt,41,y,55.99929565,56.9668,50,1000,2013-07-07 112908_MZ000086-TEJU_LC_WE.WAV,TEJU,0.27,0.14,3.01,11.66,0.83,0.85,0.7,0.25,0.24,0.13,0.35,0.22,1.8,0.35,0.2,-0.16,0.18,0.97,166.87,339.12,4.97,3.45,43.06,172.25,220.7,0.46,0.1,0.62,204.55,247.61,204.55,-0.12,349.88,9.89,96.89,-8.37,3,0.48,0.4,0.09,0.51,0.75,43.06,0.1,0.1,0.34
I,2,2013-07-07 112908_MZ000086-TEJU_LC_WE_42.WAV,616,LR,2013-07-07 112908_MZ000086-TEJU_LC_WE.txt,42,y,57.84940693,58.8814205,50,1000,2013-07-07 112908_MZ000086-TEJU_LC_WE.WAV,TEJU,0.28,0.16,3.33,14.82,0.84,0.85,0.72,0.3,0.21,0.06,0.29,0.23,2.48,0.19,0.06,-0.13,0.21,1.03,183.02,269.14,4.37,3.51,26.91,86.13,215.31,0.38,0.34,0.61,209.93,236.84,215.31,0.03,274.52,8.37,96.89,-7.99,4,0.14,0.15,0.1,0.49,0.69,26.91,0.33,0.09,0.27
I,2,2013-07-07 112908_MZ000086-TEJU_LC_WE_45.WAV,616,IN,2013-07-07 112908_MZ000086-TEJU_LC_WE.txt,45,y,61.73105523,62.7427,50,1000,2013-07-07 112908_MZ000086-TEJU_LC_WE.WAV,TEJU,0.28,0.14,3.85,19.64,0.81,0.85,0.69,0.24,0.24,0.06,0.35,0.29,2.96,0.34,0.06,-0.28,0.18,1.01,172.25,344.5,4.6,3.47,37.68,172.25,220.7,0.37,0.1,0.55,209.93,247.61,215.31,-0.1,349.88,12.55,139.95,-12.55,7,0.37,0.33,0.17,0.43,0.73,37.68,0.1,0.09,0.33
S,2,2013-07-07 112908_MZ000086-TEJU_LC_WE_55.WAV,616,SI,2013-07-07 112908_MZ000086-TEJU_LC_WE.txt,55,y,77.32458881,77.93802773,50,1000,2013-07-07 112908_MZ000086-TEJU_LC_WE.WAV,TEJU,0.27,0.16,2.04,6.43,0.86,0.86,0.74,0.33,0.2,0.1,0.29,0.18,2.41,0.29,0.1,-0.3,0.18,0.61,129.19,328.35,4.96,3.87,43.06,199.16,209.93,0.29,0.23,0.42,188.4,231.46,209.93,-0.12,285.29,8.37,96.89,-6.85,3,0.21,0.21,0.14,0.6,0.86,43.06,0.38,0.1,0.28
I,NA,2013-07-07 125256_MZ000087-TEJU_LC_WE_41.WAV,812,IN,2013-07-07 125256_MZ000087-TEJU_LC_WE.txt,41,y,39.24045198,39.99580147,50,1000,2013-07-07 125256_MZ000087-TEJU_LC_WE.WAV,TEJU,0.35,0.14,7.89,76.56,0.77,0.85,0.66,0.24,0.3,0.22,0.58,0.36,2.45,0.41,0.32,-0.13,0.26,0.76,236.84,495.22,2.71,2.39,21.53,258.38,258.38,0.46,0.13,0.44,258.38,279.91,258.38,0.09,559.81,62.46,215.31,-62.46,13,0.42,0.38,0.22,0.56,0.81,21.53,0.17,0.1,0.34
I,NA,2013-07-07 125256_MZ000087-TEJU_LC_WE_48.WAV,812,LR,2013-07-07 125256_MZ000087-TEJU_LC_WE.txt,48,y,51.73129161,52.59778107,50,1000,2013-07-07 125256_MZ000087-TEJU_LC_WE.WAV,TEJU,0.4,0.17,3.97,20.66,0.81,0.85,0.69,0.28,0.29,0.21,0.35,0.14,3.92,0.22,0.34,0.14,0.27,0.87,215.31,559.81,3.49,2.59,107.66,344.5,301.44,0.54,0.18,0.66,258.38,366.03,279.91,0.1,602.88,112.43,107.66,-87.45,12,0.49,0.44,0.1,0.65,0.86,107.66,0.21,0.11,0.34
I,NA,2013-07-07 125256_MZ000087-TEJU_LC_WE_51.WAV,812,IN,2013-07-07 125256_MZ000087-TEJU_LC_WE.txt,51,y,55.30603475,56.18368072,50,1000,2013-07-07 125256_MZ000087-TEJU_LC_WE.WAV,TEJU,0.35,0.16,3.28,14.61,0.85,0.85,0.72,0.34,0.27,0.11,0.54,0.43,2.38,0.25,0.11,-0.16,0.22,0.88,193.78,473.69,3.37,2.54,43.06,279.91,258.38,0.42,0.14,0.66,236.84,279.91,258.38,-0.05,538.28,68.71,107.66,-68.71,9,0.4,0.37,0.09,0.54,0.84,43.06,0.17,0.11,0.32
S,2,2013-07-07 125256_MZ000087-TEJU_LC_WE_67.WAV,812,SI,2013-07-07 125256_MZ000087-TEJU_LC_WE.txt,67,y,74.35771213,75.1363,50,1000,2013-07-07 125256_MZ000087-TEJU_LC_WE.WAV,TEJU,0.29,0.14,2.77,12.41,0.86,0.85,0.74,0.28,0.23,0.1,0.33,0.23,2.38,0.32,0.1,-0.28,0.22,0.78,172.25,387.56,3.13,2.63,43.06,215.31,236.84,0.31,0.24,0.5,215.31,258.38,215.31,-0.19,452.16,56.22,86.13,-43.72,7,0.31,0.25,0.14,0.57,0.79,43.06,0.32,0.1,0.31
S,2,2013-07-07 125256_MZ000087-TEJU_LC_WE_69.WAV,812,SI,2013-07-07 125256_MZ000087-TEJU_LC_WE.txt,69,y,76.25925222,77.03277071,50,1000,2013-07-07 125256_MZ000087-TEJU_LC_WE.WAV,TEJU,0.3,0.16,2.67,12.17,0.87,0.85,0.74,0.32,0.24,0.11,0.34,0.23,3.81,0.33,0.11,-0.28,0.22,0.77,172.25,387.56,3.24,2.65,43.06,215.31,236.84,0.29,0.22,0.52,215.31,258.38,236.84,-0.22,409.09,56.22,107.66,-62.46,12,0.24,0.23,0.11,0.52,0.78,43.06,0.29,0.11,0.32
S,2,2013-07-07 125256_MZ000087-TEJU_LC_WE_75.WAV,812,SI,2013-07-07 125256_MZ000087-TEJU_LC_WE.txt,75,y,81.93011643,82.6776,50,1000,2013-07-07 125256_MZ000087-TEJU_LC_WE.WAV,TEJU,0.3,0.15,2.74,11.76,0.87,0.85,0.74,0.31,0.26,0.13,0.34,0.2,3.21,0.34,0.26,-0.1,0.21,0.75,172.25,387.56,3.14,2.62,43.06,215.31,236.84,0.31,0.08,0.43,215.31,258.38,215.31,0.06,473.69,62.46,107.66,-49.97,8,0.31,0.26,0.17,0.37,0.75,43.06,0.11,0.13,0.33
S,2,2013-07-07 125256_MZ000087-TEJU_LC_WE_85.WAV,616,SI,2013-07-07 125256_MZ000087-TEJU_LC_WE.txt,85,y,93.7640822,94.5952,50,1000,2013-07-07 125256_MZ000087-TEJU_LC_WE.WAV,TEJU,0.29,0.18,2.25,8.94,0.88,0.85,0.75,0.37,0.19,0.08,0.3,0.22,2.15,0.26,0.08,-0.22,0.18,0.83,107.66,387.56,3.41,2.88,43.06,279.91,215.31,0.22,0.37,0.56,193.78,236.84,215.31,-0.21,409.09,49.97,64.59,-43.72,9,0.15,0.15,0.09,0.6,0.76,43.06,0.45,0.08,0.25
I,NA,2013-07-07 141312_MZ000089-TEJU_LC_WE_11.WAV,616,SI,2013-07-07 141312_MZ000089-TEJU_LC_WE.txt,11,y,22.87441661,23.1453,50,1000,2013-07-07 141312_MZ000089-TEJU_LC_WE.WAV,TEJU,0.28,0.19,7.26,60.1,0.7,0.93,0.65,0.26,0.2,0.18,0.22,0.04,1,0.22,0.18,-0.16,0.16,0.27,177.63,226.08,3.05,3.33,10.77,48.45,188.4,0.44,0.07,0.16,183.02,193.78,188.4,-0.11,220.7,1.14,177.63,-1.9,1,0.5,0.33,0.17,0.61,0.78,10.77,0.28,0.18,0.21
R,1,2013-07-07 141312_MZ000089-TEJU_LC_WE_18.WAV,16,HU,2013-07-07 141312_MZ000089-TEJU_LC_WE.txt,18,p,32.39780509,33.01527985,50,1500,2013-07-07 141312_MZ000089-TEJU_LC_WE.WAV,TEJU,0.6,0.25,3.14,13.99,0.89,0.85,0.75,0.4,0.41,0.26,0.49,0.23,1.24,0.26,0.48,0.35,0.44,0.62,322.97,866.63,5.58,5.29,59.21,543.66,457.54,0.81,0.06,0.47,441.39,500.6,452.16,0.3,549.05,16.74,252.99,-3.04,9,0.81,0.77,0.16,0.86,0.93,59.21,0.09,0.25,1.5
R,1,2013-07-07 145736_MZ000091-TEJU_LC_WE_13.WAV,16,HU,2013-07-07 145736_MZ000091-TEJU_LC_WE.txt,13,p,21.53583646,22.10813114,50,1500,2013-07-07 145736_MZ000091-TEJU_LC_WE.WAV,TEJU,0.64,0.24,1.71,5.9,0.92,0.86,0.78,0.42,0.48,0.06,0.99,0.93,4.15,0.26,0.47,0.36,0.49,0.57,252.99,850.48,6.4,5.7,193.78,597.49,505.98,0.75,0.06,0.45,452.16,645.94,462.92,0.45,823.57,24.73,247.61,-23.2,7,0.8,0.7,0.1,0.8,0.9,193.78,0.1,0.25,1.5
R,2,2013-07-07 145736_MZ000091-TEJU_LC_WE_36.WAV,616,HR,2013-07-07 145736_MZ000091-TEJU_LC_WE.txt,36,y,59.63683076,60.63154438,50,1000,2013-07-07 145736_MZ000091-TEJU_LC_WE.WAV,TEJU,0.32,0.13,3.65,18.23,0.83,0.85,0.71,0.26,0.27,0.06,0.36,0.3,2.86,0.21,0.06,-0.15,0.23,0.99,209.93,344.5,4.56,3.79,32.3,134.57,242.23,0.22,0.37,0.68,231.46,263.76,231.46,0.12,349.88,7.23,193.78,-3.42,6,0.14,0.14,0.09,0.52,0.78,32.3,0.38,0.14,0.35
R,1,2013-07-07 145736_MZ000091-TEJU_LC_WE_41.WAV,16,VO,2013-07-07 145736_MZ000091-TEJU_LC_WE.txt,41,p,70.32458408,71.14160331,50,1000,2013-07-07 145736_MZ000091-TEJU_LC_WE.WAV,TEJU,0.56,0.14,1.35,3.73,0.9,0.85,0.77,0.4,0.49,0.23,0.77,0.54,2.52,0.23,0.38,0.18,0.55,0.82,236.84,683.62,6.11,4.54,166.87,446.77,543.66,0.35,0.14,0.52,436.01,602.88,543.66,0.2,764.36,14.84,231.46,-26.25,9,0.32,0.3,0.12,0.47,0.77,166.87,0.18,0.23,0.77
R,1,2013-07-07 145736_MZ000091-TEJU_LC_WE_42.WAV,16,VO,2013-07-07 145736_MZ000091-TEJU_LC_WE.txt,42,y,72.33422554,73.14423665,50,1000,2013-07-07 145736_MZ000091-TEJU_LC_WE.WAV,TEJU,0.55,0.16,1.67,5.87,0.9,0.85,0.77,0.33,0.44,0.06,0.72,0.66,2.33,0.06,0.4,0.43,0.66,0.81,231.46,710.53,6.15,4.47,306.82,479.07,581.34,0.54,0.18,0.5,376.8,683.62,705.15,0.17,710.53,18.64,215.31,-23.2,6,0.59,0.39,0.2,0.63,0.82,306.82,0.23,0.22,0.71
S,2,2013-07-07 145736_MZ000091-TEJU_LC_WE_59.WAV,616,SI,2013-07-07 145736_MZ000091-TEJU_LC_WE.txt,59,Y,102.6805089,103.1385665,50,1000,2013-07-07 145736_MZ000091-TEJU_LC_WE.WAV,TEJU,0.27,0.14,2.33,8.85,0.84,0.87,0.73,0.26,0.2,0.1,0.29,0.18,2.06,0.2,0.1,-0.21,0.2,0.46,107.66,382.18,5.12,4.22,48.45,274.52,215.31,0.52,0.24,0.34,188.4,236.84,226.08,0.09,274.52,9.51,96.89,-6.85,3,0.65,0.13,0,0.68,0.77,48.45,0.55,0.09,0.19
S,NA,2013-07-07 145736_MZ000091-TEJU_LC_WE_73.WAV,616,SI,2013-07-07 145736_MZ000091-TEJU_LC_WE.txt,73,y,117.0718801,117.2785295,50,700,2013-07-07 145736_MZ000091-TEJU_LC_WE.WAV,TEJU,0.28,0.11,2.68,10.45,0.79,0.95,0.74,0.27,0.2,0.19,0.23,0.04,1.25,0.22,0.19,-0.16,0.18,0.21,183.02,387.56,4.44,4.11,43.06,204.55,209.93,0.38,0.06,0.13,188.4,231.46,188.4,0.06,220.7,2.66,183.02,-2.28,2,0.46,0.23,0.15,0.54,0.85,43.06,0.31,0.18,0.21
S,2,2013-07-09 132656_MZ000095-CHAZ_LC_WE_15.WAV,616,SI,2013-07-09 132656_MZ000095-CHAZ_LC_WE.txt,15,y,21.49462761,22.33247141,50,1000,2013-07-09 132656_MZ000095-CHAZ_LC_WE.WAV,CHAZ,0.24,0.12,2.91,10.97,0.81,0.85,0.69,0.18,0.19,0.12,0.3,0.17,1.75,0.3,0.23,-0.08,0.16,0.84,150.72,306.82,4.99,3.32,48.45,156.1,199.16,0.31,0.13,0.51,183.02,231.46,193.78,-0.25,301.44,8.75,96.89,-9.13,4,0.31,0.22,0.08,0.37,0.69,48.45,0.15,0.1,0.29
S,2,2013-07-09 132656_MZ000095-CHAZ_LC_WE_17.WAV,616,SI,2013-07-09 132656_MZ000095-CHAZ_LC_WE.txt,17,y,24.07147248,24.40447441,50,1000,2013-07-09 132656_MZ000095-CHAZ_LC_WE.WAV,CHAZ,0.3,0.21,3.09,14.97,0.86,0.9,0.77,0.43,0.18,0.11,0.26,0.15,3.57,0.2,0.11,-0.26,0.15,0.33,118.42,312.2,4.84,3.98,37.68,193.78,183.02,0.23,0.07,0.23,166.87,204.55,166.87,-0.34,204.55,0,102.27,-1.9,0,0.27,0.14,0.05,0.36,0.77,37.68,0.23,0.11,0.18
R,1,2013-07-10 120824_MZ000101-CHAZ_LC_WE_5.WAV,16,HR,2013-07-10 120824_MZ000101-CHAZ_LC_WE.txt,5,p,6.31219373,7.122498318,50,1500,2013-07-10 120824_MZ000101-CHAZ_LC_WE.WAV,CHAZ,0.7,0.28,3.72,20.77,0.9,0.85,0.77,0.43,0.45,0.23,0.55,0.32,2.53,0.23,0.43,0.24,0.45,0.81,382.18,925.84,5.9,4.99,64.59,543.66,473.69,0.7,0.23,0.54,446.77,511.37,457.54,0.26,549.05,10.65,231.46,-7.61,7,0.77,0.5,0.2,0.79,0.88,64.59,0.29,0.23,0.51
