meanfreq,sd,skew,kurt,sp.ent,time.ent,entropy,sfm,meandom,mindom,maxdom,dfrange,modindx,startdom,enddom,dfslope,meanpeakf,Delta.Time.s,Freq.5%.Hz,Freq.95%.Hz,Agg.Entropy.bits,Avg.Entropy.bits,BW.50%.Hz,BW.90%.Hz,Center.Freq.Hz,Center.Time.Rel.,Dur.50%.s,Dur.90%.s,Freq.25%.Hz,Freq.75%.Hz,Peak.Freq.Hz,PFC.Avg.Slope.Hz/ms,PFC.Max.Freq.Hz,PFC.Max.Slope.Hz/ms,PFC.Min.Freq.Hz,PFC.Min.Slope.Hz/ms,PFC.Num.Inf.Pts,Peak.Time.Relative,Time.25%.Rel.,Time.5%.Rel.,Time.75%.Rel.,Time.95%.Rel.,Freq_IQR,Time_IQR,F0_min,F0_max,Pulse.Type,member_V1,member_V2,Typicality(d),Cluster,Typical,Atypical,Cluster_Typical,Cluster_Atypical
0.18,0.19,4.39,21.7,0.73,0.88,0.64,0.28,0.11,0.06,0.2,0.15,4,0.13,0.2,0.27,0.09,0.27,75.36,129.19,2.85,2.77,21.53,53.83,107.66,0.21,0.05,0.13,86.13,107.66,107.66,-0.08,118.42,6.98,53.83,-1.75,3,0.14,0.14,0.07,0.33,0.56,21.53,0.19,0.07,0.1,SI,0.000426376,0.999573624,0.999147249,2,TRUE,FALSE,2,NA
0.23,0.19,3.12,13.59,0.84,0.87,0.73,0.35,0.15,0.06,0.35,0.29,6.25,0.06,0.13,0.18,0.13,0.42,86.13,279.91,5.3,4.12,96.89,193.78,134.57,0.41,0.13,0.27,107.66,204.55,113.04,-0.2,199.16,3.04,69.98,-3.04,1,0.48,0.21,0.07,0.52,0.72,96.89,0.31,0.07,0.2,SI,5.25E-05,0.999947533,0.999895067,2,TRUE,FALSE,2,NA
0.24,0.21,4.11,22.51,0.83,0.88,0.73,0.39,0.12,0.09,0.31,0.22,2.67,0.28,0.13,-0.57,0.09,0.26,75.36,258.38,4.25,4.08,48.45,183.02,96.89,0.24,0.07,0.17,91.51,139.95,96.89,0.05,107.66,2.28,75.36,-0.38,1,0.24,0.12,0,0.41,0.71,48.45,0.29,0.07,0.1,SI,9.98E-05,0.999900155,0.999800309,2,TRUE,FALSE,2,NA
0.24,0.2,3.36,15.13,0.84,0.87,0.72,0.34,0.16,0.09,0.39,0.29,7.25,0.24,0.09,-0.26,0.13,0.57,91.51,274.52,5.15,3.74,96.89,183.02,177.63,0.36,0.24,0.38,113.04,209.93,113.04,-0.26,209.93,0,64.59,-1.52,0,0.49,0.08,0.03,0.51,0.72,96.89,0.44,0.06,0.2,SI,6.38E-05,0.999936216,0.999872432,2,TRUE,FALSE,2,NA
0.24,0.18,2.8,11.53,0.85,0.87,0.74,0.3,0.18,0.06,0.35,0.29,13,0.06,0.06,0,0.24,0.84,102.27,274.52,5.11,3.73,91.51,172.25,209.93,0.16,0.28,0.48,139.95,231.46,220.7,-0.22,247.61,0,69.98,-1.52,0,0.09,0.09,0.03,0.43,0.62,91.51,0.34,0.08,0.23,SI,0.0002357,0.9997643,0.999528601,2,TRUE,FALSE,2,NA
0.26,0.2,2.15,6.83,0.86,0.87,0.75,0.38,0.17,0.06,0.28,0.22,3,0.06,0.06,0,0.24,0.53,102.27,269.14,4.77,3.95,37.68,166.87,220.7,0.17,0.13,0.31,193.78,231.46,226.08,-0.38,258.38,0,64.59,-2.28,0,0.14,0.14,0.06,0.39,0.67,37.68,0.25,0.07,0.23,SI,2.27E-05,0.999977298,0.999954597,2,TRUE,FALSE,2,NA
0.26,0.16,1.96,5.9,0.84,0.87,0.74,0.32,0.2,0.06,0.31,0.26,3.86,0.06,0.17,0.33,0.13,0.33,91.51,317.59,5.65,4.33,96.89,226.08,199.16,0.32,0.11,0.21,150.72,247.61,166.87,-0.36,290.67,10.27,69.98,-9.13,2,0.14,0.14,0.05,0.5,0.73,96.89,0.36,0.07,0.18,SI,8.00E-05,0.999919999,0.999839998,2,TRUE,FALSE,2,NA
0.27,0.18,1.82,5.45,0.87,0.87,0.75,0.37,0.19,0.06,0.31,0.26,4.29,0.06,0.06,0,0.21,0.48,102.27,306.82,5.22,4.02,53.83,204.55,193.78,0.19,0.13,0.28,177.63,231.46,188.4,-0.3,279.91,8.75,64.59,-10.27,2,0.13,0.09,0.03,0.38,0.66,53.83,0.28,0.07,0.19,SI,1.55E-05,0.9999845,0.999968999,2,TRUE,FALSE,2,NA
0.28,0.18,2.21,7.62,0.86,0.87,0.75,0.38,0.19,0.06,0.5,0.44,4.17,0.06,0.06,0,0.17,0.42,96.89,322.97,5.49,4.14,80.74,226.08,199.16,0.34,0.14,0.25,161.48,242.23,166.87,-0.34,285.29,9.13,69.98,-8.75,2,0.24,0.21,0.1,0.55,0.72,80.74,0.34,0.08,0.19,SI,4.49E-05,0.99995514,0.99991028,2,TRUE,FALSE,2,NA
0.28,0.18,1.8,5.25,0.87,0.87,0.75,0.38,0.19,0.06,0.31,0.26,4.57,0.06,0.06,0,0.17,0.4,102.27,317.59,5.5,4.22,86.13,215.31,193.78,0.37,0.14,0.25,161.48,247.61,183.02,-0.34,274.52,8.75,69.98,-8.37,2,0.19,0.19,0.11,0.56,0.78,86.13,0.37,0.08,0.19,SI,6.57E-05,0.999934345,0.999868689,2,TRUE,FALSE,2,NA
0.29,0.18,2.03,6.61,0.87,0.87,0.76,0.42,0.19,0.06,0.31,0.26,5.43,0.06,0.28,0.63,0.17,0.35,102.27,328.35,5.56,4.43,102.27,226.08,199.16,0.38,0.11,0.23,161.48,263.76,161.48,-0.45,274.52,8.75,64.59,-10.65,2,0.29,0.21,0.08,0.54,0.75,102.27,0.33,0.09,0.19,SI,0.000593962,0.999406038,0.998812076,2,TRUE,FALSE,2,NA
0.27,0.17,2.53,9.24,0.84,0.88,0.73,0.34,0.2,0.06,0.31,0.26,2.86,0.06,0.06,0,0.24,0.29,91.51,285.29,5.29,4.4,118.42,193.78,220.7,0.47,0.08,0.18,150.72,269.14,269.14,-0.42,279.91,8.75,80.74,-8.37,2,0.42,0.32,0.16,0.63,0.84,118.42,0.32,0.09,0.16,SI,0.00052612,0.99947388,0.998947761,2,TRUE,FALSE,2,NA
0.26,0.14,4.2,22.82,0.81,0.87,0.7,0.27,0.23,0.06,0.42,0.37,4.7,0.06,0.31,0.39,0.21,0.67,150.72,322.97,4.65,3.6,26.91,172.25,204.55,0.48,0.08,0.41,193.78,220.7,204.55,-0.32,317.59,0.38,107.66,-1.9,1,0.48,0.41,0.11,0.54,0.74,26.91,0.13,0.11,0.32,SI,0.000526948,0.999473052,0.998946104,2,TRUE,FALSE,2,NA
0.27,0.16,2.63,9.55,0.85,0.87,0.74,0.35,0.21,0.06,0.35,0.29,9.5,0.06,0.06,0,0.21,0.43,145.34,344.5,5.16,4.45,53.83,199.16,199.16,0.34,0.08,0.23,177.63,231.46,199.16,-0.04,263.76,10.65,96.89,-8.75,3,0.34,0.28,0.14,0.48,0.69,53.83,0.21,0.1,0.26,SI,7.82E-05,0.999921788,0.999843576,2,TRUE,FALSE,2,NA
0.29,0.21,1.91,5.77,0.89,0.88,0.78,0.48,0.18,0.06,0.28,0.22,3,0.06,0.06,0,0.17,0.28,134.57,344.5,4.75,4.87,32.3,209.93,188.4,0.21,0.04,0.13,172.25,204.55,183.02,0.19,236.84,12.17,64.59,-2.66,1,0.16,0.11,0,0.26,0.47,32.3,0.16,0.08,0.19,SI,0.000646501,0.999353499,0.998706998,2,TRUE,FALSE,2,NA
0.25,0.18,2.78,10.32,0.82,0.88,0.73,0.35,0.18,0.06,0.94,0.88,4,0.2,0.64,1.82,0.17,0.24,118.42,252.99,4.49,4.41,26.91,134.57,172.25,0.31,0.04,0.13,156.1,183.02,172.25,-0.48,183.02,0,75.36,-1.9,0,0.25,0.19,0.06,0.38,0.63,26.91,0.19,0.1,0.18,SI,0.025993225,0.974006775,0.94801355,2,FALSE,FALSE,NA,NA
0.27,0.21,2.71,9.82,0.85,0.87,0.75,0.42,0.17,0.06,0.35,0.29,4.5,0.06,0.35,0.89,0.17,0.33,118.42,274.52,4.52,4.4,26.91,156.1,166.87,0.26,0.04,0.13,150.72,177.63,166.87,-0.3,199.16,2.66,64.59,-1.52,1,0.22,0.22,0.13,0.35,0.52,26.91,0.13,0.07,0.17,SI,0.000563284,0.999436716,0.998873433,2,TRUE,FALSE,2,NA
0.28,0.2,2.87,11.8,0.87,0.88,0.76,0.46,0.17,0.06,0.28,0.22,6,0.06,0.13,0.24,0.17,0.3,129.19,290.67,4.94,4.29,43.06,161.48,188.4,0.3,0.06,0.16,166.87,209.93,172.25,-0.5,209.93,0,69.98,-1.9,0,0.35,0.2,0.1,0.4,0.65,43.06,0.2,0.08,0.2,SI,0.000135333,0.999864667,0.999729333,2,TRUE,FALSE,2,NA
0.29,0.2,2.02,6.13,0.86,0.89,0.76,0.44,0.17,0.06,0.35,0.29,4.75,0.31,0.09,-0.94,0.13,0.24,96.89,306.82,5.41,4.66,123.81,209.93,161.48,0.38,0.07,0.16,139.95,263.76,156.1,-0.33,156.1,0,80.74,-1.14,0,0.25,0.25,0.13,0.56,0.81,123.81,0.31,0.1,0.16,SI,0.000977082,0.999022918,0.998045835,2,TRUE,FALSE,2,NA
0.25,0.19,2.31,7.74,0.83,0.89,0.74,0.37,0.14,0.06,0.24,0.18,3.2,0.06,0.13,0.35,0.13,0.21,91.51,279.91,4.93,4.4,37.68,188.4,145.34,0.36,0.04,0.13,129.19,166.87,145.34,-0.38,166.87,0,91.51,-1.52,0,0.29,0.29,0.14,0.5,0.79,37.68,0.21,0.09,0.15,SI,0.000188611,0.999811389,0.999622778,2,TRUE,FALSE,2,NA
0.25,0.19,3.11,12.3,0.81,0.88,0.72,0.34,0.16,0.06,0.5,0.44,2.5,0.06,0.06,0,0.17,0.24,113.04,247.61,4.34,4.24,21.53,134.57,156.1,0.35,0.04,0.11,145.34,166.87,156.1,-0.36,172.25,1.14,69.98,-1.52,3,0.29,0.24,0.18,0.41,0.65,21.53,0.18,0.1,0.17,SI,6.44E-05,0.999935558,0.999871116,2,TRUE,FALSE,2,NA
0.26,0.13,2.05,6.38,0.83,0.87,0.72,0.23,0.22,0.06,0.39,0.33,6.67,0.2,0.06,-0.35,0.21,0.42,139.95,344.5,4.49,3.34,96.89,204.55,204.55,0.33,0.07,0.27,172.25,269.14,193.78,-0.52,312.2,12.14,96.89,-13.49,2,0.31,0.25,0.06,0.42,0.71,96.89,0.17,0.11,0.27,SI,1.55E-05,0.999984507,0.999969014,2,TRUE,FALSE,2,NA
0.26,0.12,3.43,15.99,0.82,0.87,0.71,0.19,0.21,0.06,0.39,0.33,4.89,0.06,0.06,0,0.21,0.61,150.72,301.44,3.61,2.92,32.3,150.72,193.78,0.33,0.08,0.25,172.25,204.55,193.78,-0.02,269.14,18.88,96.89,-16.18,5,0.3,0.28,0.18,0.41,0.59,32.3,0.13,0.09,0.26,SI,3.77E-05,0.999962291,0.999924582,2,TRUE,FALSE,2,NA
0.28,0.17,2.63,9.63,0.85,0.87,0.74,0.36,0.19,0.06,0.28,0.22,4,0.06,0.06,0,0.21,0.41,150.72,344.5,4.05,3.39,43.06,193.78,204.55,0.25,0.06,0.15,183.02,226.08,215.31,0,269.14,22.93,75.36,-13.49,3,0.22,0.2,0.1,0.33,0.47,43.06,0.14,0.09,0.23,SI,2.59E-05,0.999974073,0.999948146,2,TRUE,FALSE,2,NA
0.27,0.19,2.75,9.77,0.83,0.88,0.73,0.35,0.18,0.06,0.24,0.18,2.2,0.24,0.06,-0.62,0.21,0.3,150.72,226.08,3.32,2.93,32.3,75.36,204.55,0.19,0.04,0.11,183.02,215.31,204.55,-0.45,215.31,1.35,75.36,-1.35,1,0.17,0.14,0.06,0.28,0.44,32.3,0.14,0.1,0.21,SI,0.00012426,0.99987574,0.999751481,2,TRUE,FALSE,2,NA
0.28,0.21,2.91,11.2,0.83,0.87,0.73,0.37,0.18,0.06,0.24,0.18,3.8,0.06,0.24,0.6,0.21,0.3,129.19,279.91,3.93,3.19,53.83,150.72,193.78,0.32,0.06,0.14,161.48,215.31,215.31,-0.47,226.08,1.35,75.36,-2.7,1,0.22,0.22,0.11,0.41,0.57,53.83,0.19,0.09,0.22,SI,0.000113798,0.999886202,0.999772404,2,TRUE,FALSE,2,NA
0.26,0.2,3.56,18.08,0.82,0.88,0.72,0.36,0.15,0.06,0.2,0.15,3,0.06,0.06,0,0.17,0.25,118.42,215.31,3.19,2.99,21.53,96.89,172.25,0.27,0.02,0.11,161.48,183.02,172.25,0.09,204.55,13.49,86.13,-2.7,1,0.23,0.2,0.13,0.3,0.6,21.53,0.1,0.1,0.17,SI,7.91E-05,0.999920888,0.999841776,2,TRUE,FALSE,2,NA
0.27,0.2,2.98,12.02,0.83,0.88,0.73,0.37,0.16,0.06,0.24,0.18,2,0.06,0.06,0,0.17,0.29,139.95,226.08,3.37,3,21.53,86.13,183.02,0.2,0.04,0.11,172.25,193.78,193.78,-0.31,204.55,5.4,75.36,-1.35,1,0.17,0.14,0.09,0.29,0.49,21.53,0.14,0.09,0.19,SI,7.07E-05,0.999929265,0.999858529,2,TRUE,FALSE,2,NA
0.26,0.21,2.97,11.42,0.82,0.88,0.73,0.39,0.15,0.06,0.2,0.15,3,0.06,0.06,0,0.17,0.24,118.42,204.55,3.24,2.95,21.53,86.13,172.25,0.23,0.02,0.1,161.48,183.02,172.25,-0.54,193.78,0,64.59,-1.35,0,0.23,0.2,0.13,0.3,0.57,21.53,0.1,0.1,0.17,SI,0.000116637,0.999883363,0.999766727,2,TRUE,FALSE,2,NA
0.27,0.21,2.84,10.77,0.84,0.88,0.74,0.38,0.16,0.06,0.2,0.15,2.75,0.06,0.09,0.14,0.17,0.26,118.42,215.31,3.39,3.03,21.53,96.89,172.25,0.19,0.04,0.12,161.48,183.02,172.25,-0.48,183.02,0,64.59,-1.35,0,0.19,0.13,0.06,0.29,0.55,21.53,0.16,0.09,0.18,SI,8.38E-05,0.999916236,0.999832473,2,TRUE,FALSE,2,NA
0.24,0.19,2.63,10.24,0.82,0.9,0.73,0.34,0.14,0.09,0.24,0.15,2.5,0.2,0.13,-0.37,0.13,0.2,96.89,226.08,3.56,3.06,32.3,129.19,161.48,0.17,0.02,0.12,139.95,172.25,161.48,0.17,193.78,13.49,75.36,-2.7,1,0.13,0.13,0.04,0.25,0.67,32.3,0.13,0.09,0.16,SI,9.92E-05,0.999900813,0.999801626,2,TRUE,FALSE,2,NA
0.25,0.19,2.52,9.02,0.83,0.89,0.73,0.34,0.14,0.06,0.2,0.15,3,0.06,0.06,0,0.13,0.23,96.89,226.08,3.53,3.1,32.3,129.19,161.48,0.21,0.03,0.13,139.95,172.25,161.48,-0.43,172.25,0,75.36,-2.7,0,0.18,0.14,0.07,0.29,0.64,32.3,0.14,0.09,0.16,SI,4.81E-05,0.999951862,0.999903723,2,TRUE,FALSE,2,NA
0.24,0.19,3.09,14.01,0.81,0.91,0.73,0.3,0.15,0.06,0.94,0.88,3.08,0.13,0.35,1.25,0.13,0.18,86.13,258.38,3.95,3.34,53.83,172.25,129.19,0.38,0.06,0.1,107.66,161.48,129.19,-0.51,150.72,0,64.59,-1.35,0,0.24,0.24,0.1,0.57,0.71,53.83,0.33,0.1,0.12,SI,0.008048489,0.991951511,0.983903023,2,TRUE,FALSE,2,NA
0.27,0.19,2.48,9.5,0.86,0.89,0.76,0.41,0.14,0.06,0.2,0.15,2.5,0.06,0.06,0,0.13,0.23,96.89,344.5,4.42,3.31,75.36,247.61,150.72,0.38,0.09,0.15,118.42,193.78,150.72,-0.37,161.48,1.35,64.59,-1.35,1,0.21,0.24,0.14,0.62,0.79,75.36,0.38,0.1,0.14,SI,0.000143019,0.999856981,0.999713962,2,TRUE,FALSE,2,NA
0.24,0.17,2.42,8.92,0.82,0.89,0.73,0.31,0.13,0.06,0.17,0.11,2,0.06,0.06,0,0.13,0.23,96.89,279.91,4.09,3.34,53.83,183.02,139.95,0.33,0.07,0.12,118.42,172.25,150.72,-0.5,172.25,0,64.59,-1.35,0,0.22,0.22,0.15,0.56,0.7,53.83,0.33,0.09,0.15,SI,6.38E-05,0.999936237,0.999872475,2,TRUE,FALSE,2,NA
0.21,0.16,3.81,19.6,0.75,0.92,0.69,0.26,0.12,0.09,0.17,0.07,1.5,0.13,0.09,-0.25,0.09,0.15,86.13,236.84,3.53,3.06,43.06,150.72,107.66,0.41,0.04,0.08,96.89,139.95,107.66,-0.4,118.42,0,64.59,-1.35,0,0.35,0.24,0.12,0.53,0.71,43.06,0.29,0.1,0.11,SI,0.000779494,0.999220506,0.998441012,2,TRUE,FALSE,2,NA
0.25,0.18,3.03,13.54,0.82,0.91,0.74,0.33,0.14,0.06,0.31,0.26,2.14,0.06,0.31,1.4,0.13,0.18,86.13,290.67,4.19,3.3,86.13,204.55,129.19,0.45,0.06,0.12,107.66,193.78,107.66,-0.55,161.48,0,64.59,-1.35,0,0.59,0.27,0.14,0.64,0.82,86.13,0.36,0.1,0.12,SI,0.007407718,0.992592282,0.985184564,2,TRUE,FALSE,2,NA
0.28,0.15,2.59,9.9,0.84,0.87,0.73,0.28,0.26,0.13,0.42,0.29,6.25,0.28,0.2,-0.19,0.21,0.39,145.34,403.71,5.34,4.62,86.13,258.38,199.16,0.35,0.08,0.27,172.25,258.38,177.63,-0.15,403.71,18.26,118.42,-19.02,5,0.38,0.23,0.08,0.46,0.81,86.13,0.23,0.11,0.23,SI,0.000199261,0.999800739,0.999601478,2,TRUE,FALSE,2,NA
0.28,0.12,2.4,8.71,0.84,0.87,0.73,0.19,0.27,0.06,0.42,0.37,3.8,0.42,0.06,-0.47,0.4,0.79,161.48,398.33,5.31,4.06,177.63,236.84,339.12,0.29,0.24,0.44,199.16,376.8,376.8,-0.45,419.86,7.99,75.36,-11.41,4,0.13,0.15,0.09,0.45,0.65,177.63,0.31,0.08,0.4,SI,0.005037577,0.994962423,0.989924845,2,TRUE,FALSE,2,NA
0.26,0.11,2.69,9.89,0.8,0.87,0.69,0.17,0.24,0.06,0.35,0.29,3,0.35,0.06,-0.71,0.21,0.41,166.87,328.35,5.19,4.12,91.51,161.48,231.46,0.28,0.11,0.24,199.16,290.67,204.55,-0.14,296.06,9.89,150.72,-2.28,3,0.38,0.14,0.03,0.41,0.62,91.51,0.28,0.1,0.3,SI,0.000247257,0.999752743,0.999505485,2,TRUE,FALSE,2,NA
0.28,0.16,2.03,6.47,0.87,0.87,0.76,0.36,0.23,0.06,0.94,0.88,3.5,0.2,0.06,-0.25,0.24,0.58,134.57,366.03,5.64,4.08,102.27,231.46,220.7,0.33,0.14,0.35,172.25,274.52,172.25,-0.36,296.06,9.13,96.89,-9.51,2,0.38,0.2,0.08,0.45,0.7,102.27,0.25,0.1,0.29,SI,0.001047548,0.998952452,0.997904904,2,TRUE,FALSE,2,NA
0.27,0.16,2.71,11.31,0.85,0.87,0.74,0.33,0.2,0.06,0.31,0.26,4.57,0.06,0.06,0,0.21,0.42,139.95,301.44,4.97,4.16,43.06,161.48,204.55,0.31,0.06,0.21,188.4,231.46,199.16,-0.42,252.99,0,86.13,-2.28,0,0.31,0.24,0.1,0.38,0.62,43.06,0.14,0.09,0.24,SI,2.23E-05,0.999977748,0.999955495,2,TRUE,FALSE,2,NA
0.3,0.2,2.17,6.74,0.87,0.87,0.75,0.41,0.2,0.06,0.35,0.29,3.5,0.06,0.06,0,0.21,0.38,139.95,387.56,5.33,4.48,59.21,247.61,220.7,0.35,0.07,0.18,183.02,242.23,226.08,-0.51,274.52,0,86.13,-3.04,0,0.31,0.27,0.15,0.46,0.65,59.21,0.19,0.09,0.26,SI,0.000214435,0.999785565,0.99957113,2,TRUE,FALSE,2,NA
0.28,0.19,2.59,9.19,0.85,0.87,0.74,0.35,0.19,0.06,0.28,0.22,3.5,0.24,0.06,-0.52,0.21,0.36,139.95,269.14,4.74,4.22,37.68,129.19,204.55,0.28,0.07,0.17,183.02,220.7,215.31,-0.46,242.23,0,80.74,-1.52,0,0.2,0.2,0.12,0.4,0.6,37.68,0.2,0.09,0.22,SI,3.16E-05,0.999968394,0.999936788,2,TRUE,FALSE,2,NA
0.28,0.19,2.42,8.7,0.87,0.87,0.76,0.41,0.16,0.06,0.24,0.18,2,0.13,0.06,-0.21,0.17,0.34,113.04,355.27,5.02,4.17,37.68,242.23,183.02,0.29,0.07,0.2,161.48,199.16,183.02,-0.38,204.55,0,75.36,-1.14,0,0.25,0.21,0.13,0.42,0.71,37.68,0.21,0.09,0.2,SI,4.25E-05,0.99995751,0.999915021,2,TRUE,FALSE,2,NA
0.29,0.19,2.73,10.53,0.86,0.87,0.75,0.4,0.19,0.06,0.42,0.37,3.2,0.06,0.06,0,0.21,0.32,139.95,382.18,4.83,4.29,32.3,242.23,193.78,0.29,0.07,0.17,177.63,209.93,193.78,-0.49,226.08,0,80.74,-1.52,0,0.29,0.19,0.1,0.43,0.67,32.3,0.24,0.1,0.21,SI,6.05E-05,0.999939493,0.999878986,2,TRUE,FALSE,2,NA
0.28,0.19,2.43,9.37,0.87,0.87,0.76,0.4,0.16,0.06,0.28,0.22,3.67,0.06,0.06,0,0.17,0.32,113.04,366.03,5.08,4.3,37.68,252.99,172.25,0.29,0.07,0.17,156.1,193.78,172.25,-0.42,199.16,0,75.36,-1.14,0,0.24,0.19,0.1,0.43,0.67,37.68,0.24,0.09,0.19,SI,4.84E-05,0.999951627,0.999903254,2,TRUE,FALSE,2,NA
0.29,0.2,2.19,7.93,0.88,0.87,0.77,0.45,0.15,0.06,0.31,0.26,1,0.31,0.06,-0.77,0.17,0.33,102.27,387.56,5.26,4.25,43.06,285.29,166.87,0.32,0.08,0.2,150.72,193.78,161.48,-0.4,199.16,0,75.36,-1.14,0,0.27,0.18,0.09,0.45,0.73,43.06,0.27,0.08,0.18,SI,0.000226582,0.999773418,0.999546836,2,TRUE,FALSE,2,NA
0.28,0.19,2.29,8.27,0.86,0.87,0.76,0.37,0.15,0.06,0.28,0.22,1.33,0.2,0.06,-0.46,0.17,0.32,107.66,387.56,4.97,4.18,32.3,279.91,172.25,0.27,0.07,0.18,156.1,188.4,172.25,-0.42,199.16,0,69.98,-1.14,0,0.23,0.18,0.09,0.41,0.68,32.3,0.23,0.08,0.18,SI,4.05E-05,0.999959494,0.999918988,2,TRUE,FALSE,2,NA
0.22,0.16,2.81,10.9,0.8,0.89,0.71,0.27,0.12,0.06,0.28,0.22,3.33,0.06,0.28,0.97,0.09,0.23,80.74,252.99,5.01,4.33,96.89,172.25,118.42,0.47,0.06,0.14,102.27,199.16,107.66,-0.33,139.95,0,69.98,-0.76,0,0.47,0.33,0.13,0.6,0.8,96.89,0.27,0.08,0.12,SI,0.001400443,0.998599557,0.997199115,2,TRUE,FALSE,2,NA
0.35,0.18,3.49,14.63,0.81,0.87,0.7,0.32,0.27,0.06,0.35,0.29,1,0.35,0.06,-0.6,0.24,0.49,215.31,366.03,4.73,3.09,48.45,150.72,263.76,0.42,0.18,0.38,236.84,285.29,279.91,-0.17,301.44,0.38,215.31,-1.14,1,0.3,0.24,0.06,0.64,0.88,48.45,0.39,0.22,0.3,SI,0.009974228,0.990025772,0.980051544,2,TRUE,FALSE,2,NA
0.31,0.15,3.09,12.61,0.82,0.87,0.71,0.24,0.27,0.06,0.5,0.44,3.83,0.42,0.06,-0.47,0.24,0.79,183.02,452.16,4.31,3.07,64.59,269.14,226.08,0.42,0.2,0.49,204.55,269.14,215.31,-0.32,473.69,57.36,86.13,-57.36,6,0.46,0.26,0.08,0.52,0.7,64.59,0.26,0.09,0.31,SI,0.003512023,0.996487977,0.992975954,2,TRUE,FALSE,2,NA
0.3,0.17,3.17,12.42,0.84,0.87,0.73,0.3,0.25,0.06,0.46,0.4,4.73,0.46,0.24,-0.28,0.21,0.8,172.25,419.86,4.39,3.05,75.36,247.61,226.08,0.32,0.15,0.57,204.55,279.91,215.31,-0.29,452.16,55.38,86.13,-27.69,8,0.34,0.21,0.05,0.41,0.77,75.36,0.19,0.09,0.41,SI,0.000821648,0.999178352,0.998356705,2,TRUE,FALSE,2,NA
0.3,0.16,3.12,12.21,0.83,0.87,0.72,0.29,0.26,0.06,0.46,0.4,2.91,0.42,0.06,-0.53,0.21,0.69,183.02,419.86,4.22,2.95,53.83,236.84,226.08,0.33,0.13,0.49,204.55,258.38,226.08,-0.27,462.92,57.36,150.72,-31.65,2,0.33,0.25,0.08,0.44,0.79,53.83,0.19,0.11,0.4,SI,0.000814319,0.999185681,0.998371363,2,TRUE,FALSE,2,NA
0.3,0.15,3.24,13.5,0.83,0.87,0.72,0.29,0.25,0.17,0.46,0.29,3.75,0.39,0.24,-0.22,0.21,0.66,183.02,409.09,4.02,3.04,43.06,226.08,226.08,0.3,0.11,0.46,204.55,247.61,226.08,-0.3,462.92,57.36,150.72,-31.65,2,0.28,0.23,0.09,0.4,0.8,43.06,0.18,0.12,0.28,SI,0.001176037,0.998823963,0.997647925,2,TRUE,FALSE,2,NA
0.35,0.18,2.9,12.89,0.84,0.89,0.75,0.33,0.25,0.17,0.42,0.26,1.86,0.24,0.42,0.75,0.17,0.25,139.95,441.39,4.71,3.71,150.72,301.44,204.55,0.42,0.13,0.19,161.48,312.2,183.02,0.84,419.86,27.69,150.72,-3.96,3,0.13,0.2,0.09,0.73,0.87,150.72,0.53,0.14,0.17,SI,0.135253805,0.864746195,0.72949239,2,FALSE,TRUE,NA,2
0.34,0.18,2.02,7.18,0.88,0.88,0.77,0.39,0.24,0.06,0.31,0.26,2.43,0.06,0.24,0.66,0.17,0.28,150.72,419.86,4.69,3.59,96.89,269.14,215.31,0.31,0.15,0.22,183.02,279.91,204.55,0.08,301.44,27.69,150.72,-5.93,3,0.16,0.16,0.1,0.69,0.88,96.89,0.53,0.13,0.19,SI,0.006205862,0.993794138,0.987588276,2,TRUE,FALSE,2,NA
0.3,0.19,2.42,8.11,0.85,0.88,0.75,0.37,0.22,0.17,0.28,0.11,2.33,0.24,0.2,-0.14,0.13,0.26,107.66,301.44,4.51,3.4,96.89,193.78,193.78,0.54,0.13,0.2,139.95,236.84,161.48,0.04,258.38,23.74,129.19,-1.98,2,0.15,0.28,0.11,0.78,0.91,96.89,0.5,0.11,0.17,SI,0.002238102,0.997761898,0.995523797,2,TRUE,FALSE,2,NA
0.32,0.2,2.43,8.01,0.85,0.88,0.75,0.42,0.22,0.13,0.31,0.18,4,0.24,0.24,0,0.24,0.26,129.19,312.2,4.5,3.41,96.89,183.02,226.08,0.51,0.14,0.2,161.48,258.38,183.02,0,279.91,25.71,139.95,-1.98,2,0.11,0.19,0.09,0.74,0.87,96.89,0.55,0.12,0.17,SI,0.002412747,0.997587253,0.995174506,2,TRUE,FALSE,2,NA
0.31,0.19,3.23,17.8,0.87,0.87,0.75,0.38,0.23,0.06,0.35,0.29,11.75,0.06,0.06,0,0.28,0.48,96.89,409.09,4.57,3.9,75.36,312.2,258.38,0.46,0.15,0.32,204.55,279.91,258.38,0,301.44,19.78,75.36,-22.11,11,0.44,0.3,0.12,0.62,0.82,75.36,0.32,0.08,0.11,SI,0.004362603,0.995637397,0.991274793,2,TRUE,FALSE,2,NA
0.29,0.18,2.82,12.07,0.84,0.88,0.74,0.33,0.26,0.06,0.35,0.29,5,0.06,0.35,1.08,0.28,0.27,86.13,387.56,4.43,3.8,172.25,301.44,247.61,0.38,0.09,0.18,107.66,279.91,258.38,0.56,279.91,19.78,75.36,-19.78,5,0.66,0.21,0.1,0.55,0.76,172.25,0.34,0.08,0.1,SI,0.023212922,0.976787078,0.953574157,2,FALSE,FALSE,NA,NA
